,cognitive_process_dimension_level,knowledge_dimension_level,Analyzing,Understanding,Evaluating,Applying,Remembering,Creating,conceptual_knowledge,factual_knowledge,procedural_knowledge,metacognitive_knowledge,bloom_todo
10420,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10421,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10422,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10423,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10424,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10425,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10426,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10427,Applying,Conceptual Knowledge,0,0,0,1,0,0,0,0,0,0,0
10428,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10429,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10430,"Understanding, Applying","Conceptual Knowledge, Procedural Knowledge",0,1,0,1,0,0,0,0,0,0,0
10431,"Understanding, Applying","Conceptual Knowledge, Procedural Knowledge",0,1,0,1,0,0,0,0,0,0,0
10432,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10433,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10434,"Understanding, Evaluating",Conceptual Knowledge,0,1,1,0,0,0,0,0,0,0,0
10435,"Understanding, Applying","Conceptual Knowledge, Procedural Knowledge",0,1,0,1,0,0,0,0,0,0,0
10436,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10437,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10438,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10439,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10440,"Understanding, Evaluating",Conceptual Knowledge,0,1,1,0,0,0,0,0,0,0,0
10441,"Understanding, Evaluating",Conceptual Knowledge,0,1,1,0,0,0,0,0,0,0,0
10442,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10443,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10444,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10445,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10446,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10447,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10448,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10449,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10450,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10451,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10452,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10453,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10454,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10455,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10456,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10457,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10458,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10459,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10460,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10461,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10462,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10463,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10464,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10465,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10466,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10467,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10468,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10469,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10470,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10471,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10472,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10473,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10474,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10475,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10476,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10477,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10478,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10479,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10480,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10481,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10482,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10483,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10484,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10485,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10486,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10487,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10488,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10489,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10490,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10491,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10492,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10493,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10494,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10495,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10496,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10497,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10498,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10499,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10500,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10501,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10502,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10503,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10504,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10505,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10506,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10507,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10508,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10509,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10510,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10511,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10512,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10513,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10514,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10515,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10516,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10517,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10518,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10519,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10520,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10521,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10522,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10523,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10524,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10525,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10526,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10527,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10528,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10529,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10530,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10531,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10532,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10533,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10534,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10535,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10536,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10537,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10538,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10539,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10540,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10541,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10542,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10543,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10544,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10545,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10546,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10547,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10548,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10549,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10550,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10551,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10552,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10553,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10554,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10555,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10556,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10557,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10558,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10559,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10560,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10561,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10562,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10563,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10564,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10565,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10566,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10567,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10568,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10569,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10570,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10571,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10572,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10573,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10574,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10575,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10576,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10577,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10578,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10579,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10580,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10581,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10582,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10583,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10584,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10585,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10586,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10587,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10588,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10589,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10590,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10591,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10592,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10593,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10594,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10595,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10596,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10597,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10598,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10599,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10600,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10601,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10602,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10603,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10604,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10605,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10606,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10607,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10608,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10609,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10610,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10611,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10612,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10613,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10614,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10615,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10616,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10617,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10618,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10619,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10620,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10621,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10622,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10623,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10624,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10625,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10626,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10627,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10628,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10629,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10630,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10631,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10632,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10633,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10634,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10635,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10636,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10637,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10638,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10639,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10640,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10641,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10642,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10643,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10644,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10645,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10646,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10647,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10648,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10649,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10650,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10651,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10652,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10653,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10654,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10655,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10656,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10657,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
10658,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10659,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10660,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10661,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10662,Creating,Metacognitive Knowledge,0,0,0,0,0,1,0,0,0,0,0
10663,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10664,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10665,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10666,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10667,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10668,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10669,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10670,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10671,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10672,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10673,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10674,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10675,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10676,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10677,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10678,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10679,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10680,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10681,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10682,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10683,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10684,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10685,Applying,"Conceptual Knowledge, Procedural Knowledge",0,0,0,1,0,0,0,0,0,0,0
10686,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10687,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10688,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10689,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10690,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10691,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10692,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10693,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10694,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10695,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10696,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10697,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10698,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10699,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10700,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10701,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10702,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10703,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10704,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10705,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10706,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10707,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10708,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10709,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10710,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10711,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10712,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10713,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10714,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10715,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10716,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10717,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10718,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10719,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10720,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10721,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10722,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10723,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10724,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10725,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10726,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10727,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10728,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10729,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10730,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10731,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10732,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10733,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
10734,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
10735,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
10736,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10737,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
10738,Creating,Conceptual Knowledge,0,0,0,0,0,1,0,0,0,0,0
10739,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10740,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10741,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10742,Understanding,Conceptual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10743,Analyzing,Conceptual Knowledge,1,0,0,0,0,0,0,0,0,0,0
10744,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
10745,"Analyzing, Evaluating",Conceptual Knowledge,1,0,1,0,0,0,0,0,0,0,0
10746,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10747,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10748,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10749,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10750,Understanding,Factual Knowledge,0,1,0,0,0,0,0,0,0,0,0
10751,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
10752,Evaluating,Procedural Knowledge,0,0,1,0,0,0,0,0,0,0,0
10753,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
10754,Creating,Procedural Knowledge,0,0,0,0,0,1,0,0,0,0,0
10755,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10756,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10757,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10758,Remembering,Factual Knowledge,0,0,0,0,1,0,0,0,0,0,0
10759,Remembering,Procedural Knowledge,0,0,0,0,1,0,0,0,0,0,0
10760,Remembering,Procedural Knowledge,0,0,0,0,1,0,0,0,0,0,0
10761,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10762,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
10763,"Understanding,Applying",Procedural Knowledge,0,1,0,1,0,0,0,0,0,0,0
10764,Analyzing,Procedural Knowledge,1,0,0,0,0,0,0,0,0,0,0
10765,Applying,Procedural Knowledge,0,0,0,1,0,0,0,0,0,0,0
